광산명,광종,시도,시군구,읍면동,리
대창,금속,세종,,부강면,등곡리
청풍,금속,세종,,부강면,등곡리
제일텅스텐,금속,세종,,부강면,등곡리
삼황,금속,충북,청주시서원구,남이면,외천리
외천,금속,충북,청주시서원구,남이면,
(가)외천리,금속,충북,청주시서원구,남이면,부용외천리
현도,금속,충북,청주시서원구,남이면,부용외천리
문화형석,비금속,충북,청주시청원구,북이면,광암리
대길,금속,충북,청주시청원구,북이면,대길리
석화,금속,충북,청주시청원구,북이면,
소룡,금속,충북,청주시청원구,북이면,석화리
모정,금속,충북,청주시청원구,오창읍,모정리
충청,금속,충북,청주시서원구,현도면,죽암리
부용,금속,충북,청주시서원구,현도면,죽전리
무심천,금속,충북,청주시청원구,사천동,
무심천사금,금속,충북,청주시청원구,사천동,
청주,금속,충북,청주시 상당구,용정동,
관풍,금속,충북,청주시 상당구,월오동,
가금,금속,충북,충주시,중앙탑면,봉황리
창동,금속,충북,충주시,중앙탑면,창동리
가금,금속,충북,충주시,중앙탑면,하구암리
대용,비금속,충북,충주시,가주동,
(가)가신리,금속,충북,충주시,노은면,가신리
병억일신,금속,충북,충주시,노은면,가신리
중보,금속,충북,충주시,노은면,가신리
(가)대덕리,금속,충북,충주시,노은면,대덕리
노은규석,비금속,충북,충주시,노은면,문성리
동보,비금속,충북,충주시,노은면,문성리
천룡,금속,충북,충주시,노은면,수룡리
노은도석,비금속,충북,충주시,노은면,신효리
삼원주덕,금속,충북,충주시,노은면,신효리
(가)신효리,금속,충북,충주시,노은면,신효리
제3홍일,비금속,충북,충주시,노은면,신효리
중원도석,비금속,충북,충주시,노은면,신효리
봉황,비금속,충북,충주시,노은면,안락리
안락,금속,충북,충주시,노은면,안락리
보련,금속,충북,충주시,노은면,연하리
태창,금속,충북,충주시,노은면,연하리
보성,금속,충북,충주시,동량면,손동리
중원규석,비금속,충북,충주시,동량면,손동리
한국,비금속,충북,충주시,동량면,조동리
부영,비금속,충북,충주시,동량면,지동리
충주규석,비금속,충북,충주시,동량면,지동리
(가)포탄리,금속,충북,충주시,동량면,포탄리
옥동활석,비금속,충북,충주시,동량면,하천리
충주,비금속,충북,충주시,목벌동,
방대,비금속,충북,충주시,산척면,명서리
재용,비금속,충북,충주시,산척면,명서리
천등,금속,충북,충주시,산척면,송강리
황둔,금속,충북,충주시,산척면,송강리
영덕,금속,충북,충주시,산척면,영덕리
두일,금속,충북,충주시,살미면,내사리
문화,비금속,충북,충주시,살미면,재오개리
설운,비금속,충북,충주시,살미면,설운리
세성,비금속,충북,충주시,살미면,설운리
살미,비금속,충북,충주시,살미면,세성리
서창,비금속,충북,충주시,살미면,신당리
응천,비금속,충북,충주시,살미면,신당리
(가)신매리,금속,충북,충주시,살미면,신매리
살미,금속,충북,충주시,살미면,재오개리
일신동양활석,비금속,충북,충주시,살미면,재오개리
건일,금속,충북,충주시,살미면,토계리
토계리,비금속,충북,충주시,살미면,토계리
대중대리석,비금속,충북,충주시,살미면,향산리
덕암,비금속,충북,충주시,살미면,향산리
한국,비금속,충북,충주시,살미면,향산리
향산,비금속,충북,충주시,살미면,향산리
대석,비금속,충북,충주시,수안보면,미륵리
국사봉,금속,충북,충주시,소태면,구룡리
소복,비금속,충북,충주시,소태면,덕은리
(가)삼봉,금속,충북,충주시,소태면,덕은리
(가)복탄리,금속,충북,충주시,소태면,복탄리
"오복(중원개발,성창)",금속,충북,충주시,소태면,복탄리
(가)양촌리,금속,충북,충주시,소태면,양촌리
(가)오량리,금속,충북,충주시,소태면,오량리
목계,금속,충북,충주시,소태면,중청리
(가)중청리,금속,충북,충주시,소태면,중청리
윤광,비금속,충북,충주시,수안보면,미륵리
대황,금속,충북,충주시,수안보면,사문리
삼덕,금속,충북,충주시,수안보면,온천리
천일석회,비금속,충북,충주시,수안보면,중산리
(가)능암리2,금속,충북,충주시,앙성면,능암리
(가)능암리,금속,충북,충주시,앙성면,능암리
돈산,금속,충북,충주시,앙성면,돈산리
마장,금속,충북,충주시,앙성면,마련리
소산정금,금속,충북,충주시,앙성면,마련리
왕자,금속,충북,충주시,앙성면,목미리
소산정산,금속,충북,충주시,앙성면,영죽리
국산,금속,충북,충주시,앙성면,용대리
동구,비금속,충북,충주시,앙성면,용포리
동출,비금속,충북,충주시,엄정면,가춘리
백운,비금속,충북,충주시,엄정면,가춘리
삼봉,금속,충북,충주시,엄정면,가춘리
삼봉,금속,충북,충주시,엄정면,가춘리
원일,비금속,충북,충주시,엄정면,가춘리
엄정,비금속,충북,충주시,엄정면,목계리
충주텅스텐,금속,충북,충주시,엄정면,원곡리
하일,비금속,충북,충주시,엄정면,가춘리
양지,금속,강원,원주시,신림면,성남리
풍익,비금속,충북,충주시,대소원면,매현리
중원(942),금속,충북,충주시,중앙탑면,창동리
(가)칠성,금속,충북,충주시,중앙탑면,창동리
동원-삼성,석탄,강원,정선군,사북읍,사북리
"충주(금,은)",금속,충북,충주시,대소원면,금곡리
율창,비금속,충북,충주시,대소원면,두정리
충주,금속,충북,충주시,대소원면,두정리
(가)만정리,금속,충북,충주시,대소원면,만정리
충주,금속,충북,충주시,대소원면,만정리
충주철산,금속,충북,충주시,대소원면,만정리
(가)매현리,비금속,충북,충주시,대소원면,매현리
배한,금속,충북,충주시,대소원면,매현리
(가)충주2,금속,충북,충주시,대소원면,매현리
중원,비금속,충북,충주시,대소원면,문주리
덕영,비금속,충북,충주시,대소원면,완오리
이류,비금속,충북,충주시,대소원면,완오리
충주철,금속,충북,충주시,대소원면,완오리
충주철,금속,충북,충주시,대소원면,완오리
흥일,비금속,충북,충주시,대소원면,탄용리
흥일(대흥),비금속,충북,충주시,대소원면,탄용리
(가)당우,비금속,충북,충주시,주덕읍,당우리
덕운,비금속,충북,충주시,주덕읍,당우리
대소,금속,충북,충주시,주덕읍,대곡리
신라규석,비금속,충북,충주시,주덕읍,덕련리
이덕,비금속,충북,충주시,주덕읍,신양리
"충주(금,은)",금속,충북,충주시,주덕읍,신중리
덕산,비금속,충북,충주시,주덕읍,화곡리
문화규석,비금속,충북,충주시,주덕읍,화곡리
대양,비금속,충북,충주시,목벌동,
(가)목벌동,비금속,충북,충주시,목벌동,
삼산,비금속,충북,충주시,목벌동,
일신동양활석,비금속,충북,충주시,목벌동,
동양활석,비금속,충북,충주시,종민동,
대교,금속,충북,충주시,연수동,
금곡,금속,충남,홍성군,결성면,금곡리
동국실리카,비금속,충북,충주시,용탄동,
동영,비금속,충북,충주시,용탄동,
충주규석,비금속,충북,충주시,용탄동,
대주,비금속,충북,충주시,종민동,
성신,비금속,충북,충주시,종민동,
(가)종민리,비금속,충북,충주시,종민동,
동양석회석,비금속,충북,충주시,직동,
제2문화규석,비금속,충북,충주시,직동,
제일,비금속,충북,충주시,직동,
충주규석,비금속,충북,충주시,직동,
충주제일활석,비금속,충북,충주시,직동,
충주제일활석,비금속,충북,충주시,직동,
공주계룡,비금속,충남,공주시,계룡면,구왕리
(가)기산리1,금속,충남,공주시,계룡면,기산리
(가)기산리2,금속,충남,공주시,계룡면,기산리
구왕,금속,충남,공주시,계룡면,기산리
서부탄,금속,충남,공주시,계룡면,기산리
제일광업,금속,충남,공주시,계룡면,내흥리
(가)중장1,금속,충남,공주시,계룡면,중장리
금태,금속,충남,공주시,계룡면,화은리
계룡은,금속,충남,공주시,계룡면,향지리
도덕,금속,충남,공주시,반포면,마암리
마암철,금속,충남,공주시,반포면,마암리
(가)충남,금속,세종,,금남면,성강리
아룡,금속,충남,공주시,반포면,하신리
(가)왕촌,비금속,충남,공주시,상왕동,
(가)삼광,금속,충남,공주시,신풍면,조평리
한신광업사,비금속,충남,공주시,신풍면,쌍대리
(가)삼광2,금속,충남,공주시,신풍면,봉갑리
대흥활석,비금속,충남,공주시,신풍면,조평리
(가)동일,금속,충남,공주시,오곡동,
오곡,금속,충남,공주시,오곡동,
우룡,비금속,충남,공주시,오곡동,
(가)공주대금2,금속,충남,공주시,우성면,단지리
공주대금1,금속,충남,공주시,우성면,단지리
단지,금속,충남,공주시,우성면,단지리
(가)방문리2,금속,충남,공주시,우성면,방문리
우백,금속,충남,공주시,우성면,방문리
(가)방문리1,금속,충남,공주시,우성면,방문리
(가)우성,금속,충남,공주시,우성면,방흥리
공흥,금속,충남,공주시,우성면,방흥리
한국유리이곡반계리규사,금속,충남,공주시,우성면,방흥리
보흥(부흥),금속,충남,공주시,우성면,보흥리
(가)상서리1,금속,충남,공주시,우성면,상서리
(가)상서리2,금속,충남,공주시,우성면,상서리
(가)안양리,금속,충남,공주시,우성면,안양리
무성,금속,충남,공주시,우성면,한천리
유구,비금속,충남,공주시,유구읍,노동리
대곡,금속,충남,공주시,유구읍,녹천리
덕곡,금속,충남,공주시,유구읍,덕곡리
명보,금속,충남,공주시,유구읍,명곡리
풍산금산,금속,충남,공주시,유구읍,명곡리
(가)문금리1,금속,충남,공주시,유구읍,문금리
(가)문금리2,금속,충남,공주시,유구읍,문금리
석웅산업개발,비금속,충남,공주시,유구읍,추계리
(가)탑곡리1,금속,충남,공주시,유구읍,탑곡리
(가)탑곡리2,금속,충남,공주시,유구읍,탑곡리
(가)두만리,금속,충남,공주시,의당면,두만리
신흥,금속,세종,,장군면,용암리
기룡암,금속,세종,,장군면,용암리
천태,금속,충남,공주시,의당면,월곡리
다덕,비금속,충남,공주시,이인면,구암리
상진흑연,비금속,충남,공주시,이인면,구암리
(가)복귀,금속,충남,공주시,이인면,발양리
대성,금속,충남,공주시,이인면,발양리
발향,금속,충남,공주시,이인면,발양리
봉성,금속,충남,공주시,이인면,발양리
이인,금속,충남,공주시,이인면,복룡리
이인(이인 중복),금속,충남,공주시,이인면,복룡리
(가)용성리,금속,충남,공주시,이인면,용성리
이인,비금속,충남,공주시,이인면,용성리
상진흑연-공주,비금속,충남,공주시,이인면,구암리
(가)금암무명,금속,세종,,장군면,금암리
금암,금속,세종,,장군면,금암리
(가)신흥,비금속,세종,,장군면,봉안리
(가)석장리,비금속,충남,공주시,석장리동,
삼보,비금속,충남,공주시,석장리동,
광정,금속,충남,공주시,정안면,대산리
석송,금속,충남,공주시,정안면,북계리
장재,금속,충남,공주시,정안면,장원리
가척,금속,충남,공주시,탄천면,가척리
여대,금속,충남,공주시,탄천면,광명리
석일,금속,충남,공주시,탄천면,남산리
탄천,금속,충남,공주시,탄천면,남산리
(가)남산3,금속,충남,공주시,탄천면,남산리
(가)남산4,금속,충남,공주시,탄천면,남산리
(가)삼부,금속,충남,공주시,탄천면,덕지리
봉화,금속,충남,공주시,탄천면,삼각리
(가)승치,금속,충남,공주시,탄천면,정치리
금생수,금속,충남,공주시,탄천면,화정리
삼공,비금속,충남,공주시,금학동,
(가)상왕동1,비금속,충남,공주시,상왕동,
(가)옥룡동,비금속,충남,공주시,소학동,
(가)진흥,비금속,충남,공주시,소학동,
계룡,비금속,충남,공주시,옥룡동,
(가)주미,비금속,충남,공주시,주미동,
대성,석탄,충남,금산군,복수면,수영리
대동,비금속,충남,금산군,금산읍,양지리
삼성광산,금속,강원,춘천시,사북면,지암리
